order_id,arrival_time,item_id,pick_point_id
1,5,2-14-left-item,2-14
1,5,7-17-left-item,7-17
1,5,4-15-left-item,4-15
1,5,9-13-right-item,9-13
1,5,4-5-left-item,4-5
2,16,6-5-right-item,6-5
2,16,3-10-left-item,3-10
2,16,4-13-left-item,4-13
2,16,2-8-right-item,2-8
2,16,5-17-left-item,5-17
3,25,1-13-left-item,1-13
3,25,9-14-left-item,9-14
3,25,5-10-right-item,5-10
3,25,5-1-right-item,5-1
3,25,8-15-right-item,8-15
4,59,2-15-left-item,2-15
4,59,6-4-right-item,6-4
4,59,7-7-left-item,7-7
4,59,5-4-right-item,5-4
4,59,9-6-right-item,9-6
5,60,2-14-right-item,2-14
5,60,3-16-left-item,3-16
5,60,5-15-right-item,5-15
5,60,8-17-right-item,8-17
5,60,5-20-left-item,5-20
6,65,8-18-right-item,8-18
6,65,4-20-left-item,4-20
6,65,3-18-right-item,3-18
6,65,5-8-right-item,5-8
6,65,5-6-left-item,5-6
7,69,3-6-right-item,3-6
7,69,3-3-left-item,3-3
7,69,9-20-right-item,9-20
7,69,9-3-right-item,9-3
7,69,2-10-right-item,2-10
8,85,4-3-right-item,4-3
8,85,8-1-left-item,8-1
8,85,7-2-right-item,7-2
8,85,7-20-left-item,7-20
8,85,3-9-right-item,3-9
9,91,3-5-right-item,3-5
9,91,8-20-left-item,8-20
9,91,1-17-right-item,1-17
9,91,3-9-left-item,3-9
9,91,2-5-right-item,2-5
10,98,4-15-left-item,4-15
10,98,1-17-right-item,1-17
10,98,3-9-right-item,3-9
10,98,2-12-left-item,2-12
10,98,4-6-right-item,4-6
11,107,8-5-left-item,8-5
11,107,3-19-left-item,3-19
11,107,2-20-right-item,2-20
11,107,1-16-left-item,1-16
11,107,9-17-left-item,9-17
12,112,9-10-left-item,9-10
12,112,1-17-right-item,1-17
12,112,2-16-left-item,2-16
12,112,5-20-right-item,5-20
12,112,6-6-left-item,6-6
13,118,3-4-right-item,3-4
13,118,8-9-left-item,8-9
13,118,7-19-right-item,7-19
13,118,8-8-left-item,8-8
13,118,3-16-right-item,3-16
14,160,6-2-right-item,6-2
14,160,2-2-left-item,2-2
14,160,9-4-left-item,9-4
14,160,4-7-left-item,4-7
14,160,4-10-right-item,4-10
15,180,7-17-left-item,7-17
15,180,8-14-left-item,8-14
15,180,3-4-right-item,3-4
15,180,8-12-left-item,8-12
15,180,6-10-left-item,6-10
16,197,3-12-left-item,3-12
16,197,5-14-left-item,5-14
16,197,2-15-right-item,2-15
16,197,7-15-left-item,7-15
16,197,9-4-left-item,9-4
17,200,8-8-right-item,8-8
17,200,2-13-right-item,2-13
17,200,3-15-right-item,3-15
17,200,9-15-right-item,9-15
17,200,6-12-right-item,6-12
18,212,2-12-right-item,2-12
18,212,1-16-right-item,1-16
18,212,1-1-left-item,1-1
18,212,6-1-right-item,6-1
18,212,4-9-left-item,4-9
19,219,8-2-left-item,8-2
