order_id,arrival_time,item_id,pick_point_id
1,19,7-11-right-item,7-11
1,19,4-20-left-item,4-20
1,19,1-6-right-item,1-6
1,19,7-4-left-item,7-4
1,19,9-1-left-item,9-1
2,39,5-4-left-item,5-4
2,39,3-7-right-item,3-7
2,39,7-18-right-item,7-18
2,39,8-13-left-item,8-13
2,39,2-1-right-item,2-1
3,60,9-16-right-item,9-16
3,60,7-6-left-item,7-6
3,60,2-6-left-item,2-6
3,60,3-8-left-item,3-8
3,60,2-12-right-item,2-12
4,60,8-2-left-item,8-2
4,60,8-3-left-item,8-3
4,60,4-4-right-item,4-4
4,60,6-15-right-item,6-15
4,60,7-13-right-item,7-13
5,99,4-9-left-item,4-9
5,99,8-20-right-item,8-20
5,99,6-5-left-item,6-5
5,99,8-12-left-item,8-12
5,99,9-2-right-item,9-2
6,116,8-19-left-item,8-19
6,116,9-2-right-item,9-2
6,116,8-19-right-item,8-19
6,116,5-13-right-item,5-13
6,116,4-3-right-item,4-3
7,116,7-6-left-item,7-6
7,116,5-12-left-item,5-12
7,116,6-3-right-item,6-3
7,116,3-3-left-item,3-3
7,116,6-14-left-item,6-14
8,138,9-2-right-item,9-2
8,138,7-8-right-item,7-8
8,138,4-15-left-item,4-15
8,138,7-6-left-item,7-6
8,138,9-10-left-item,9-10
9,155,2-5-left-item,2-5
9,155,5-17-left-item,5-17
9,155,9-2-left-item,9-2
9,155,5-6-right-item,5-6
9,155,5-18-right-item,5-18
10,228,5-9-right-item,5-9
10,228,8-16-left-item,8-16
10,228,9-9-left-item,9-9
10,228,9-16-right-item,9-16
10,228,6-18-right-item,6-18
11,228,1-12-right-item,1-12
11,228,9-4-right-item,9-4
11,228,3-7-left-item,3-7
11,228,6-13-left-item,6-13
11,228,8-3-right-item,8-3
12,252,7-13-right-item,7-13
12,252,5-11-right-item,5-11
12,252,9-3-left-item,9-3
12,252,4-13-right-item,4-13
12,252,7-4-left-item,7-4
13,260,9-20-left-item,9-20
13,260,4-12-left-item,4-12
13,260,3-12-right-item,3-12
13,260,1-14-right-item,1-14
13,260,6-17-left-item,6-17
14,260,1-10-right-item,1-10
14,260,5-8-right-item,5-8
14,260,8-14-left-item,8-14
14,260,2-12-left-item,2-12
14,260,4-10-right-item,4-10
15,274,5-9-right-item,5-9
15,274,8-14-left-item,8-14
15,274,9-13-right-item,9-13
15,274,8-18-right-item,8-18
15,274,5-17-left-item,5-17
16,277,8-6-left-item,8-6
16,277,8-14-right-item,8-14
16,277,5-8-left-item,5-8
16,277,7-9-right-item,7-9
16,277,7-5-right-item,7-5
17,289,6-3-right-item,6-3
17,289,8-14-right-item,8-14
17,289,3-2-left-item,3-2
17,289,9-1-right-item,9-1
17,289,5-3-left-item,5-3
18,289,5-1-left-item,5-1
18,289,7-14-right-item,7-14
18,289,2-19-right-item,2-19
18,289,8-3-left-item,8-3
18,289,8-12-left-item,8-12
19,298,8-7-right-item,8-7
19,298,9-8-left-item,9-8
19,298,9-18-right-item,9-18
19,298,2-6-right-item,2-6
19,298,4-16-right-item,4-16
20,302,4-7-right-item,4-7
20,302,5-14-left-item,5-14
20,302,6-16-right-item,6-16
20,302,1-12-right-item,1-12
20,302,8-18-right-item,8-18
21,311,4-11-right-item,4-11
21,311,7-14-left-item,7-14
21,311,2-2-left-item,2-2
21,311,7-5-right-item,7-5
21,311,6-18-right-item,6-18
22,345,7-7-left-item,7-7
22,345,9-14-left-item,9-14
22,345,8-3-right-item,8-3
22,345,5-8-right-item,5-8
