order_id,arrival_time,item_id,pick_point_id
1,9,5-8-left-item,5-8
1,9,7-20-right-item,7-20
1,9,1-11-right-item,1-11
1,9,2-18-right-item,2-18
1,9,2-9-right-item,2-9
2,11,2-5-right-item,2-5
2,11,2-18-right-item,2-18
2,11,2-15-right-item,2-15
2,11,2-5-left-item,2-5
2,11,2-14-left-item,2-14
3,57,4-17-right-item,4-17
3,57,6-20-left-item,6-20
3,57,2-15-right-item,2-15
3,57,8-3-left-item,8-3
3,57,3-19-right-item,3-19
4,127,4-20-right-item,4-20
4,127,8-19-left-item,8-19
4,127,6-19-right-item,6-19
4,127,3-8-right-item,3-8
4,127,4-11-right-item,4-11
5,192,4-10-left-item,4-10
5,192,8-9-right-item,8-9
5,192,5-15-left-item,5-15
5,192,3-3-right-item,3-3
5,192,8-3-right-item,8-3
6,200,1-16-left-item,1-16
6,200,5-17-left-item,5-17
6,200,2-17-right-item,2-17
6,200,8-19-right-item,8-19
6,200,1-2-left-item,1-2
7,206,6-20-left-item,6-20
7,206,6-13-left-item,6-13
7,206,7-15-right-item,7-15
7,206,7-14-left-item,7-14
7,206,1-14-left-item,1-14
8,263,3-15-right-item,3-15
8,263,9-9-left-item,9-9
8,263,9-4-right-item,9-4
8,263,1-11-left-item,1-11
8,263,1-4-left-item,1-4
9,327,3-12-left-item,3-12
9,327,2-6-left-item,2-6
9,327,2-12-right-item,2-12
9,327,5-2-right-item,5-2
9,327,2-16-left-item,2-16
10,350,8-19-left-item,8-19
10,350,6-5-right-item,6-5
10,350,2-4-right-item,2-4
10,350,6-14-left-item,6-14
10,350,3-17-left-item,3-17
11,353,3-12-left-item,3-12
11,353,2-4-left-item,2-4
11,353,7-15-left-item,7-15
11,353,7-12-left-item,7-12
11,353,4-6-right-item,4-6
12,390,7-12-left-item,7-12
12,390,5-19-left-item,5-19
12,390,6-4-left-item,6-4
12,390,2-8-right-item,2-8
12,390,1-14-left-item,1-14
13,519,8-1-right-item,8-1
13,519,2-5-left-item,2-5
